reactants	products	reaction_type	set
NCC(=O)N1CCN(C(=O)c2cc(F)c(F)c(F)c2)CC1.O=C(O)c1cn(C2CCCC2)nn1	O=C(NCC(=O)N1CCN(C(=O)c2cc(F)c(F)c(F)c2)CC1)c1cn(C2CCCC2)nn1	<RX_2>	valid
Cc1ccc(S(=O)(=O)OC=CC2=C(C(=O)OC(c3ccccc3)c3ccccc3)N3C(=O)C(NC(=O)OC(C)(C)C)C3S(=O)C2)cc1	Cc1ccc(S(=O)(=O)OC=CC2=C(C(=O)OC(c3ccccc3)c3ccccc3)N3C(=O)C(N)C3S(=O)C2)cc1	<RX_6>	train
CCOC(=O)CC1CCN2C(=O)CCC2C1	O=C(O)CC1CCN2C(=O)CCC2C1	<RX_6>	test
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCNC1CC=C(c2c[nH]c3ccc([N+](=O)[O-])cc23)CC1	CCN(C(=O)OC(C)(C)C)C1CC=C(c2c[nH]c3ccc([N+](=O)[O-])cc23)CC1	<RX_5>	train
COc1ncc([N+](=O)[O-])cc1-c1ccccc1	COc1ncc(N)cc1-c1ccccc1	<RX_7>	train
CCBr.OC1CCC(c2cccc(F)c2)CC1	CCOC1CCC(c2cccc(F)c2)CC1	<RX_1>	train
O=C(O)Cc1ccc(O)cc1.O=[N+]([O-])c1oc2ccc(CBr)cc2c1-c1ccccc1	O=C(O)Cc1ccc(OCc2ccc3oc([N+](=O)[O-])c(-c4ccccc4)c3c2)cc1	<RX_1>	train
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC.CI	CCCCCCC(CC=CCCCCCCCC(=O)OCC)OC	<RX_1>	train
NNC(=O)c1cc2ccccc2cc1O.O=C/C=C/c1ccc([N+](=O)[O-])o1	O=C(N/N=C/C=C/c1ccc([N+](=O)[O-])o1)c1cc2ccccc2cc1O	<RX_1>	train
CCCCCc1cc(OCCCC(=O)O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21.NCCc1ccc(O)cc1	CCCCCc1cc(OCCCC(=O)NCCc2ccc(O)cc2)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21	<RX_2>	train
CSCCl.OCc1cccc2ccccc12	CSCOCc1cccc2ccccc12	<RX_1>	train
O=C1Cc2c(CCO)cccc2N1.O=Cc1[nH]cc2c1CCOC2=O	O=C1Nc2cccc(CCO)c2C1=Cc1[nH]cc2c1CCOC2=O	<RX_3>	train
C=O.CNC.O=C1CCCCC1	CN(C)CC1CCCCC1=O	<RX_3>	train
COc1ccc(C(=O)c2ccc(Br)s2)cc1.SCc1ccccc1	COc1ccc(C(=O)c2ccc(SCc3ccccc3)s2)cc1	<RX_1>	train
CC(C)(C)OC(=O)NC1(c2ccc(-c3oc4ccnc(OS(=O)(=O)C(F)(F)F)c4c3-c3ccccc3)cc2)CCC1.CC1(C)OB(c2cn[nH]c2)OC1(C)C	CC(C)(C)OC(=O)NC1(c2ccc(-c3oc4ccnc(-c5cn[nH]c5)c4c3-c3ccccc3)cc2)CCC1	<RX_3>	train
CN(C)c1ccc(B(O)O)cn1.Cc1c(Br)c2c(c(C)c1NC(=O)CC(C)(C)C)C(c1ccc(C(C)C)cc1)CO2	Cc1c(NC(=O)CC(C)(C)C)c(C)c2c(c1-c1ccc(N(C)C)nc1)OCC2c1ccc(C(C)C)cc1	<RX_3>	train
CN1CCNCC1.Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)nc1)nn2C1CCC(=O)CC1	CN1CCN([C@H]2CC[C@@H](n3nc(-c4ccc(Oc5ccccc5)nc4)c4c(N)ncnc43)CC2)CC1	<RX_1>	train
Nc1ccc(Br)c2c1C(=O)NC2	Nc1cccc2c1C(=O)NC2	<RX_9>	test
Cn1cc(-c2cc(N)ccc2OC2CCOC2)c2cc[nH]c2c1=O.O=S(=O)(Cl)CCF	Cn1cc(-c2cc(NS(=O)(=O)CCF)ccc2OC2CCOC2)c2cc[nH]c2c1=O	<RX_2>	train
Cc1ccc(C(=O)N(CCCN2C(=O)c3ccccc3C2=O)C(c2nc3n(c(=O)c2Cc2ccccc2)CCCC3)C(C)C)cc1	Cc1ccc(C(=O)N(CCCN)C(c2nc3n(c(=O)c2Cc2ccccc2)CCCC3)C(C)C)cc1	<RX_6>	train
COCCOc1cc2ncnc(Cl)c2cc1OC.COc1cc(O)ccc1CC(=O)Nc1ccc(N(C)C)cn1	COCCOc1cc2ncnc(Oc3ccc(CC(=O)Nc4ccc(N(C)C)cn4)c(OC)c3)c2cc1OC	<RX_1>	test
COC(=O)C1Cc2ccc(O)cc2C1.OB(O)c1ccccc1	COC(=O)C1Cc2ccc(Oc3ccccc3)cc2C1	<RX_1>	train
COc1ncc(CN2C(=O)C3(COc4cc5c(cc43)OCCO5)c3ccccc32)cn1	O=C1N(Cc2cnc(O)nc2)c2ccccc2C12COc1cc3c(cc12)OCCO3	<RX_6>	valid
CC(C)c1nc(CCl)cs1.CN	CNCc1csc(C(C)C)n1	<RX_1>	valid
C=CCBr.COc1ccc(Br)c(O)c1	C=CCOc1cc(OC)ccc1Br	<RX_1>	train
COc1cc2nccc(Oc3ccc(N)cc3Cl)c2cc1OC	COc1cc2nccc(Oc3ccc(N)cc3)c2cc1OC	<RX_9>	train
C[C@]12CC[C@H](O)CC1NC(=O)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	C[C@]12CCC(=O)CC1NC(=O)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	<RX_8>	train
COc1ccc2c(c1)C(=O)CCO2.O=Cc1c[nH]c2ccccc12	COc1ccc2c(c1)C(=O)C(=Cc1c[nH]c3ccccc13)CO2	<RX_3>	train
CC(C)(C)OC(=O)N1CC(I)C1.CCOC(=O)CS	CCOC(=O)CSC1CN(C(=O)OC(C)(C)C)C1	<RX_1>	train
CI.OCc1cnn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)n1	COCc1cnn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)n1	<RX_1>	test
CC(=O)Nc1cc2c(cc1[N+](=O)[O-])OC(F)(F)O2	Nc1cc2c(cc1[N+](=O)[O-])OC(F)(F)O2	<RX_6>	train
CC(C)(C)OC(=O)N1CCC[C@H](Nc2ncc(C#N)c3sc(Br)cc23)C1.CI	CN(c1ncc(C#N)c2sc(Br)cc12)[C@H]1CCCN(C(=O)OC(C)(C)C)C1	<RX_1>	train
CCOC(=O)c1cnn2ccc(Br)cc12.Fc1cc2c(c(C3CCCN3)c1)OCCO2	CCOC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cc4c3OCCO4)cc12	<RX_1>	train
O=C(CBr)Nc1ccc(C2CCCCC2)cc1.O=c1[nH]c2ccccc2n1C1CCNCC1	O=C(CN1CCC(n2c(=O)[nH]c3ccccc32)CC1)Nc1ccc(C2CCCCC2)cc1	<RX_1>	train
Brc1ccccc1.C[Sn](C)(C)c1ccccc1	c1ccc(-c2ccccc2)cc1	<RX_3>	train
CC[C@H]1CC[C@H](NC(=O)[C@@H]2C[C@H]2COS(C)(=O)=O)CC1.FC(F)(F)c1cnc(N2CCNCC2)c(Cl)c1	CC[C@H]1CC[C@H](NC(=O)[C@@H]2C[C@H]2CN2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)CC1	<RX_1>	train
O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1cccc(Br)c1.c1ccc(N2CCNCC2)cc1	O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1cccc(N2CCN(c3ccccc3)CC2)c1	<RX_1>	train
CC(=O)C(C)(C)N1CCCS1(=O)=O.C[S+](C)(C)=O	CC1(C(C)(C)N2CCCS2(=O)=O)CO1	<RX_4>	test
Clc1ccc(-c2nc(Cl)c3ccccc3n2)c(Cl)c1.N#Cc1ccc(NCCN)nc1	N#Cc1ccc(NCCNc2nc(-c3ccc(Cl)cc3Cl)nc3ccccc23)nc1	<RX_1>	train
Nc1ccc(-c2ccc(C(=O)O)cc2)cn1.O=C([O-])O	COC(=O)c1ccc(-c2ccc(N)nc2)cc1	<RX_2>	test
COC(=O)[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1CCc1ccc2ccccc2c1	CC(C)(C)OC(=O)N1C[C@H](CCc2ccc3ccccc3c2)[C@@H](C(=O)O)C1	<RX_6>	train
COc1cc(OC)c(C=O)cc1C	COc1cc(O)c(C=O)cc1C	<RX_6>	test
CC(=O)CO[C@@H]1[C@@H](NC(=O)Cc2ccccc2)C(=O)N1C(=O)C(=O)OC(c1ccccc1)c1ccccc1	CC(=O)CO[C@@H]1[C@@H](NC(=O)Cc2ccccc2)C(=O)N1C(O)C(=O)OC(c1ccccc1)c1ccccc1	<RX_7>	train
Clc1cc(Cl)ncn1.NCc1ccc2[nH]c(C(F)(F)F)cc2c1	FC(F)(F)c1cc2cc(CNc3cc(Cl)ncn3)ccc2[nH]1	<RX_1>	train
Cn1cc(OC(=O)c2ccccc2)c(=O)c2ccc(F)cc21	Cn1cc(O)c(=O)c2ccc(F)cc21	<RX_7>	train
O=P1(c2ccccc2)CCN(Cc2ccccc2)CC1	O=P1(c2ccccc2)CCNCC1	<RX_6>	train
Clc1ccc(-c2nn(Cc3ccccc3)c3c2CCNCC3)cc1.NC(=O)CBr	NC(=O)CN1CCc2c(-c3ccc(Cl)cc3)nn(Cc3ccccc3)c2CC1	<RX_1>	train
CC(C)(C)c1ccc(CNCCc2ccc(Cl)c(C(F)(F)F)c2)cc1.O=C(O)c1cc(Cl)cc2cc[nH]c12	CC(C)(C)c1ccc(CN(CCc2ccc(Cl)c(C(F)(F)F)c2)C(=O)c2cc(Cl)cc3cc[nH]c23)cc1	<RX_2>	test
CC(=O)C1=CN(C(C)C)CCC1.O=C(Cl)c1ccccc1	CC(=O)C1=CN(C(=O)c2ccccc2)CCC1	<RX_2>	train
CS(=O)(=O)OCCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1.c1c[nH]cn1	N#Cc1ccc(-c2ccc3oc(CCn4ccnc4)cc3c2)cc1	<RX_1>	train
COc1ccc(Cl)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@@H]1CCN1C(=O)OC(C)(C)C	COc1ccc(Cl)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCN1	<RX_6>	valid
COC(=O)c1cc2cc(Oc3ccc(S(C)(=O)=O)cn3)cc(O)c2[nH]1.COCC(O)COC	COCC(COC)Oc1cc(Oc2ccc(S(C)(=O)=O)cn2)cc2cc(C(=O)OC)[nH]c12	<RX_1>	train
CC(C)N.Fc1ccc(OC2CCN(c3nc4ccncc4nc3F)CC2)c(F)c1	CC(C)Nc1nc2cnccc2nc1N1CCC(Oc2ccc(F)cc2F)CC1	<RX_1>	train
Cn1cncc1C(=O)O.Nc1cccc(N(Cc2ccccc2)S(=O)(=O)c2ccccc2)c1	Cn1cncc1C(=O)Nc1cccc(N(Cc2ccccc2)S(=O)(=O)c2ccccc2)c1	<RX_2>	test
COC(=O)C1Cc2ccc([N+](=O)[O-])cc21	COC(=O)C1Cc2ccc(N)cc21	<RX_7>	train
C#CCOc1nc(Nc2cc(N)cc(C(=O)OC)c2)ncc1Br.CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)O	C#CCOc1nc(Nc2cc(NC(=O)[C@@H](Cc3ccccc3)NC(=O)OC(C)(C)C)cc(C(=O)OC)c2)ncc1Br	<RX_2>	test
CC(C)(C)OC(=O)N1CC[C@@H](N)C1.CCOC(=O)CCCCCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(Cl)cc21	CCOC(=O)CCCCCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(N[C@@H]3CCN(C(=O)OC(C)(C)C)C3)cc21	<RX_1>	train
C1COCCN1.Cc1ncccc1-c1nc2cc(F)ccc2c(N2CC(C)(C)c3ncc(Br)cc32)c1C	Cc1ncccc1-c1nc2cc(F)ccc2c(N2CC(C)(C)c3ncc(N4CCOCC4)cc32)c1C	<RX_1>	train
COc1cnn(-c2ccc(-c3ccn(CC[C@](C)(C(=O)NOC4CCCCO4)S(C)(=O)=O)c(=O)c3)cc2)n1	COc1cnn(-c2ccc(-c3ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c3)cc2)n1	<RX_6>	train
CC(C)(C)OC(=O)N1CC2CC(CN(CCCC(O)c3ccc(C#N)cc3)C2)C1.COc1ccc(O)cc1OC	COc1ccc(OC(CCCN2CC3CC(C2)CN(C(=O)OC(C)(C)C)C3)c2ccc(C#N)cc2)cc1OC	<RX_1>	train
COc1ccc(B(O)O)cc1.Cc1c(Cl)ncnc1Cl	COc1ccc(-c2ncnc(Cl)c2C)cc1	<RX_3>	train
CC(C)(N)c1nccs1.O=C(O)c1ccc(C2CCCC2)c(-c2cccc(Cl)c2)n1	CC(C)(NC(=O)c1ccc(C2CCCC2)c(-c2cccc(Cl)c2)n1)c1nccs1	<RX_2>	train
CS(=O)(=O)Cl.NCCn1cc(C(=O)c2ccn3c2CSC3c2cccnc2)c2ccc(-c3ccc(F)cc3)cc21	CS(=O)(=O)NCCn1cc(C(=O)c2ccn3c2CSC3c2cccnc2)c2ccc(-c3ccc(F)cc3)cc21	<RX_2>	train
COC(=O)C=Cc1ccc(N)cc1.O=C(Cl)c1ccc2ccccc2c1	COC(=O)C=Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1	<RX_2>	train
CC(C)c1nc(Cl)c(COCc2ccccc2)[nH]1	CC(C)c1nc(Cl)c(CO)[nH]1	<RX_6>	train
CCO[C@H](C(=O)N1C(=O)OC[C@@H]1Cc1ccccc1)[C@H](O)c1ccc(OCc2ccccc2)cc1C	CCO[C@@H](Cc1ccc(OCc2ccccc2)cc1C)C(=O)N1C(=O)OC[C@@H]1Cc1ccccc1	<RX_9>	test
O=C(Cl)c1cccc(Cl)c1.O=C1C(=O)c2ccc(-c3ccncc3)cc2C2=C1SCC1(CCNCC1)O2	O=C1C(=O)c2ccc(-c3ccncc3)cc2C2=C1SCC1(CCN(C(=O)c3cccc(Cl)c3)CC1)O2	<RX_2>	test
CC(C)CCNC(=O)c1ccc(N2CCNCC2)nn1.O=C(Cl)c1ccccc1[N+](=O)[O-]	CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3[N+](=O)[O-])CC2)nn1	<RX_2>	train
CS(=O)(=O)CCO.Cc1c(Nc2ccc(I)cc2F)ncnc1OC1CCN(C(=O)OC(C)C)CC1	Cc1c(Nc2ccc(OCCS(C)(=O)=O)cc2F)ncnc1OC1CCN(C(=O)OC(C)C)CC1	<RX_1>	train
CN1CC(NC(=O)OC(C)(C)C)=NC(C)(c2cc(N)ccc2F)C1=O	CN1CC(NC(=O)OC(C)(C)C)=NC(C)(c2cc(N)ccc2F)C1	<RX_7>	train
C1=COCCC1.OC1C=CC(O)C1	O[C@@H]1C=C[C@H](OC2CCCCO2)C1	<RX_1>	train
CS(=O)(=O)Cl.Cc1ccccc1CC1(N)CCN(C(=O)OC(C)(C)C)CC1	Cc1ccccc1CC1(NS(C)(=O)=O)CCN(C(=O)OC(C)(C)C)CC1	<RX_2>	train
CN(C)CC1CCc2onc(-c3ccccc3)c2C1=O	CN(C)C[C@@H]1CCc2onc(-c3ccccc3)c2[C@H]1O	<RX_7>	train
CCNC(=O)C(O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C	CCNC(=O)C(O)[C@@H](N)Cc1ccccc1	<RX_6>	train
COCCCC[C@@](O)(c1ccccc1Oc1ccccc1)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1	COCCCCC(O)(c1ccccc1Oc1ccccc1)[C@@H]1CCCNC1	<RX_6>	train
CC(=O)O[BH-](OC(C)=O)OC(C)=O.c1cnc2c(c1)CC[C@@H]1CCCN(Cc3nc4ccccc4n3C[C@H]3CCCNC3)[C@H]21	CC(C)N1CCC[C@H](Cn2c(CN3CCC[C@H]4CCc5cccnc5[C@H]43)nc3ccccc32)C1	<RX_1>	train
CC(C)(C)OC(=O)N=NC(=O)OC(C)(C)C.CCOC(=O)C(Nc1ccc(C#N)cc1)c1cc(O)cc(O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)c1F	CCOC(=O)C(Nc1ccc(C#N)cc1)c1cc(OCC)cc(O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)c1F	<RX_1>	train
CC(C)(C)OC(=O)Nc1sc(Br)cc1C(=O)N1CCC(N2CCCC3(C2)CC(C)(C)OC3=O)CC1.O=C(OCc1ccccc1)c1ccc(B(O)O)cc1	CC(C)(C)OC(=O)Nc1sc(-c2ccc(C(=O)OCc3ccccc3)cc2)cc1C(=O)N1CCC(N2CCCC3(C2)CC(C)(C)OC3=O)CC1	<RX_3>	train
N#CCCCc1ccc(N2CC(=O)NS2(=O)=O)c(OCc2ccccc2)c1	N#CCCCc1ccc(N2CC(=O)NS2(=O)=O)c(O)c1	<RX_6>	valid
CN(C#CCC1=CCCCC1)Cc1cccc2ccccc12	CN(/C=C\CC1=CCCCC1)Cc1cccc2ccccc12	<RX_7>	train
COC(=O)c1ccc(-c2cn(Cc3c(Cl)cccc3C(F)(F)F)c3cccnc23)c(F)c1	O=C(O)c1ccc(-c2cn(Cc3c(Cl)cccc3C(F)(F)F)c3cccnc23)c(F)c1	<RX_6>	train
C[C@@H](NC(=O)[C@H](Cc1ccc(-c2ncc(Br)cn2)cc1)NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)OC(C)(C)C.OB(O)c1ccc(O)cc1	C[C@@H](NC(=O)[C@H](Cc1ccc(-c2ncc(-c3ccc(O)cc3)cn2)cc1)NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)OC(C)(C)C	<RX_3>	train
CCOC(=O)c1cccc(O)c1CCCC(=O)O	CCOC(=O)c1cccc(O)c1CCCCO	<RX_7>	train
CCOC(=O)c1ccccc1N(CC(=O)OC(C)(C)C)C(=O)CN.Cc1cccc(N=C=O)c1	CCOC(=O)c1ccccc1N(CC(=O)OC(C)(C)C)C(=O)CNC(=O)Nc1cccc(C)c1	<RX_2>	train
Cc1cccc(OCCCCl)c1.OC(c1ccc(F)cc1)(c1ccc(F)cc1)C1CCNCC1	Cc1cccc(OCCCN2CCC(C(O)(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c1	<RX_1>	train
Cc1c(-c2ccccn2)nc2cc(F)cc(F)c2c1Nc1cc(N2CCOCC2)ncc1I.OB(O)c1ccc(C(F)(F)F)cc1	Cc1c(-c2ccccn2)nc2cc(F)cc(F)c2c1Nc1cc(N2CCOCC2)ncc1-c1ccc(C(F)(F)F)cc1	<RX_3>	train
COC(=O)c1cc(N2CCCC2)ccc1Br.N#C[Cu]	COC(=O)c1cc(N2CCCC2)ccc1C#N	<RX_9>	train
CC1(C)CCC(C)(C)c2ccccc21.O=C(Cl)Cc1ccc(Br)cc1	CC1(C)CCC(C)(C)c2cc(C(=O)Cc3ccc(Br)cc3)ccc21	<RX_3>	train
CN(CCOc1ccc(C=O)cc1)c1nc2ccccc2o1.O=C1CSC(=O)N1	CN(CCOc1ccc(C=C2SC(=O)NC2=O)cc1)c1nc2ccccc2o1	<RX_3>	train
CC(=O)N1CCC[C@@H]1C(=O)O.NC(=O)c1cnc(Nc2ccc(C3CCNCC3)cc2)cc1NCc1cccc(F)c1F	CC(=O)N1CCC[C@@H]1C(=O)N1CCC(c2ccc(Nc3cc(NCc4cccc(F)c4F)c(C(N)=O)cn3)cc2)CC1	<RX_2>	train
Cc1[nH]c(C=O)c(C)c1C(=O)NCCCN(C)C.O=C1Cc2ccc(-c3cccnc3)cc2N1	Cc1[nH]c(C=C2C(=O)Nc3cc(-c4cccnc4)ccc32)c(C)c1C(=O)NCCCN(C)C	<RX_3>	train
CCOC(=O)c1cnc2c3ccccc3ccn2c1=O	CCOC(=O)c1cnc2n(c1=O)CCc1ccccc1-2	<RX_7>	train
C=C[C@@H]1C[C@]1(N)C(=O)NS(=O)(=O)c1cccc(OCc2ccccc2)c1.O=C(O)[C@H]1CN(Cc2cccc3ccccc23)C[C@@H]1Cc1ccc(Cl)cc1	C=C[C@@H]1C[C@]1(NC(=O)[C@H]1CN(Cc2cccc3ccccc23)C[C@@H]1Cc1ccc(Cl)cc1)C(=O)NS(=O)(=O)c1cccc(OCc2ccccc2)c1	<RX_2>	train
C=CCNc1nc(Cl)nc2ccc([N+](=O)[O-])cc12.CC(C)N	C=CCNc1nc(NC(C)C)nc2ccc([N+](=O)[O-])cc12	<RX_1>	train
Ic1ccccn1.OB(O)c1cccnc1F	Fc1ncccc1-c1ccccn1	<RX_3>	train
COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCC[C@H]3CO)nc2c1	O=C(O)c1ccc2nc(-c3ccccc3)c(N3CCC[C@H]3CO)nc2c1	<RX_6>	valid
COc1cc2cc(-c3ccccc3C)sc2c(Cl)c1Cl	Cc1ccccc1-c1cc2cc(O)c(Cl)c(Cl)c2s1	<RX_6>	test
CCO[C@@H](Cc1ccc(O)cc1Cl)C(=O)OC.Cc1oc(C(C)(C)C)nc1CCl	CCO[C@@H](Cc1ccc(OCc2nc(C(C)(C)C)oc2C)cc1Cl)C(=O)OC	<RX_1>	train
N#CCCN1CCNCC1.O=C(O)C=Cc1ccc(O)c(O)c1	N#CCCN1CCN(C(=O)/C=C/c2ccc(O)c(O)c2)CC1	<RX_2>	train
Cn1cc(C(=O)NCCC2CCN(S(N)(=O)=O)CC2)c(=O)n(C)c1=O.O=C=NC12CC3CC(CC(C3)C1)C2	Cn1cc(C(=O)NCCC2CCN(S(=O)(=O)NC(=O)NC34CC5CC(CC(C5)C3)C4)CC2)c(=O)n(C)c1=O	<RX_2>	train
COc1cccc(OCC(=O)O)c1	COc1cccc(OCCO)c1	<RX_7>	train
COC(=O)C(C)(C(=O)OC)C(Cc1cc(C(F)(F)F)ccc1[N+](=O)[O-])c1ccc(OC)cc1	COC(=O)C(C)(C(=O)OC)C(Cc1cc(C(F)(F)F)ccc1N)c1ccc(OC)cc1	<RX_7>	train
COc1ccc(N)cc1.O=C(O)Cc1ccccc1Br	COc1ccc(Nc2ccccc2CC(=O)O)cc1	<RX_1>	train
Cc1cc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)O.Cc1cnc(CN)cn1	Cc1cnc(CNC(=O)c2sc(N3CCN(Cc4ccc(F)cc4)C3=O)cc2C)cn1	<RX_2>	train
CCCC(=O)C(Cl)CC.Cc1cc(S)c(C)o1	CCCC(=O)C(CC)Sc1cc(C)oc1C	<RX_1>	valid
CN(C)S(=O)(=O)Oc1ccccc1S(=O)(=O)N=C=O.Cc1cc(C)nc(N)n1	Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OS(=O)(=O)N(C)C)n1	<RX_2>	train
CC(C)(C(=O)Cl)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.CCn1ncc2c(Cl)c(NC)cnc21	CCn1ncc2c(Cl)c(N(C)C(=O)C(C)(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cnc21	<RX_2>	test
BrC(Br)(Br)Br.CCCCC(CCO)c1oc2cc(C)ccc2c1C	CCCCC(CCBr)c1oc2cc(C)ccc2c1C	<RX_9>	train
ClCCN1CCCCC1.O=C(Nc1cc(Cl)cnc1N1CCNCC1)c1cccc(Cl)c1	O=C(Nc1cc(Cl)cnc1N1CCN(CCN2CCCCC2)CC1)c1cccc(Cl)c1	<RX_1>	train
CCO[C@@H](Cc1ccc(O)cc1C(F)(F)F)C(=O)OC.Cc1oc(-c2ccccc2)nc1CCl	CCO[C@@H](Cc1ccc(OCc2nc(-c3ccccc3)oc2C)cc1C(F)(F)F)C(=O)OC	<RX_1>	train
Brc1cccnc1.CC(C)(C)OC(=O)N1CC[C@H]2CNC[C@H]21	CC(C)(C)OC(=O)N1CC[C@H]2CN(c3cccnc3)C[C@H]21	<RX_1>	train
CC(C)(C)OC(=O)NCCc1cccc(Br)c1.CON(C)C(=O)c1cc(Cl)ccc1N	CC(C)(C)OC(=O)NCCc1cccc(C(=O)c2cc(Cl)ccc2N)c1	<RX_3>	train
COC(=O)C(OC)OC.NCc1cc(Cl)c(F)cc1F	COC(OC)C(=O)NCc1cc(Cl)c(F)cc1F	<RX_2>	train
O=C(NCC(=O)N1CCN(C(=O)c2ccccc2C(F)(F)F)CC1)c1cc(-c2cccc(OCc3ccccc3)c2)[nH]n1	O=C(NCC(=O)N1CCN(C(=O)c2ccccc2C(F)(F)F)CC1)c1cc(-c2cccc(O)c2)[nH]n1	<RX_6>	train
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CS(=O)(=O)c1ccc(-c2nc3cc(Br)ccc3s2)c(F)c1	CC1(C)OB(c2ccc3sc(-c4ccc(S(C)(=O)=O)cc4F)nc3c2)OC1(C)C	<RX_9>	train
Cn1c(C(F)(F)F)cc(=O)n(-c2c(F)cc(Cl)c([N+](=O)[O-])c2F)c1=O.[NH4+]	Cn1c(C(F)(F)F)cc(=O)n(-c2c(F)cc(Cl)c([N+](=O)[O-])c2N)c1=O	<RX_9>	train
C=CCOc1ccc(CCl)cc1.CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H]([C@@H](O)C(F)(F)F)O[C@@H]2S1	C=CCOc1ccc(CO[C@H]([C@H]2O[C@@H]3SC(N(C)C)=N[C@@H]3[C@@H](O)[C@@H]2O)C(F)(F)F)cc1	<RX_1>	train
Brc1c2ccccc2c(-c2ccc(C=Cc3ccccc3)cc2)c2ccccc12.OB(O)c1ccc(C=C(c2ccccc2)c2ccccc2)cc1	C(=Cc1ccc(-c2c3ccccc3c(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c3ccccc23)cc1)c1ccccc1	<RX_3>	test
O=C(NO)c1cc2ccn(Cc3ccc(F)cc3F)c2cn1	O=C(NO)c1cc2ccn(Cc3ccc(F)cc3)c2cn1	<RX_2>	train
CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O.Cc1cc(C)c2ncc(N)c(-c3ccccc3Cl)c2c1	Cc1cc(C)c2ncc(NC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(-c3ccccc3Cl)c2c1	<RX_2>	train
C1CC2CNCC2N1.O=C(O)c1cn(C2CC2)c2c(Cl)c(F)ccc2c1=O	O=C(O)c1cn(C2CC2)c2c(Cl)c(N3CC4CCNC4C3)ccc2c1=O	<RX_1>	train
CC(C)(C)OC(=O)N1CCN(C(=O)OCc2ccccc2)C(C(=O)N2CCOCC2)C1	O=C(C1CNCCN1C(=O)OCc1ccccc1)N1CCOCC1	<RX_6>	train
CC(O)c1ccncc1Br.CC1(C)OB(c2cnc3c(c2)CCCN3)OC1(C)C	CC(O)c1ccncc1-c1cnc2c(c1)CCCN2	<RX_3>	train
CC1(C)OC[C@@H](C=O)O1.COc1ccc(CN)c(OC)c1	COc1ccc(C/N=C/[C@@H]2COC(C)(C)O2)c(OC)c1	<RX_1>	valid
COc1cc([N+](=O)[O-])cnc1Cl	COc1cc(N)cnc1Cl	<RX_7>	train
ClCn1cnc(Cl)c1Cl.Oc1ccc(Oc2cccc(Cl)n2)cc1	Clc1cccc(Oc2ccc(OCn3cnc(Cl)c3Cl)cc2)n1	<RX_1>	train
COc1ccc(Oc2ccc3c(c2)CC[C@@H]2NCCC[C@H]32)cc1.O=C(O)c1ccc2[nH]cnc2c1	COc1ccc(Oc2ccc3c(c2)CC[C@H]2[C@@H]3CCCN2C(=O)c2ccc3[nH]cnc3c2)cc1	<RX_2>	train
